gene,beta,beta_se,beta_z,pvalue,tau_star,tau_star_se,tau_star_z,celltype,run_prefix,gwas,h2_obs,n_snps,annot_sd,deltaZ,gene_symbol,type,modality
ENSG00000184937,5.81022277576845e-09,1.96288739312355e-09,2.96003876540397,0.0015380016710872,0.0417961726535405,0.0141201436758334,2.96003876540397,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,-0.178698375488698,WT1,Gene,Expression
ENSG00000091831,6.13991331038507e-09,2.48393921890591e-09,2.47184523021038,0.006720884787703,0.0441678205298566,0.0178683600372898,2.47184523021038,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.309495159704893,ESR1,Gene,Expression
ENSG00000107104,6.18783401617618e-09,2.33222866885358e-09,2.65318495515187,0.0039868083044763,0.0445125408908861,0.0167770214452834,2.65318495515187,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.128155434763406,KANK1,Gene,Expression
ENSG00000196109,6.19373363938999e-09,2.3415142037512e-09,2.6451830313339,0.0040823370188961,0.044554980170747,0.016843817476131,2.6451830313339,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.136157358581372,ZNF676,Gene,Expression
ENSG00000160321,6.30709566954391e-09,2.3474532697427e-09,2.68678220386266,0.0036071988449,0.0453704564730378,0.0168865404898882,2.68678220386266,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0945581860526099,ZNF208,Gene,Expression
ENSG00000131018,6.44834285250986e-09,2.42399363252304e-09,2.66021443538118,0.0039045458047689,0.046386526230413,0.0174371380041648,2.66021443538118,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.121125954534091,SYNE1,Gene,Expression
ENSG00000026508,6.4581432292159e-09,2.38423490258847e-09,2.70868580197553,0.0033775138507713,0.0464570258055039,0.0171511312872173,2.70868580197553,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0726545879397387,CD44,Gene,Expression
ENSG00000230525,6.47270870810224e-09,2.3654959993942e-09,2.73630084758541,0.0031067095912746,0.0465618034179655,0.0170163319062862,2.73630084758541,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0450395423298597,LINC01799,Gene,Expression
ENSG00000113231,6.4738941102112e-09,2.39698736954969e-09,2.70084615065261,0.0034581661880975,0.0465703306764068,0.0172428668938266,2.70084615065261,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.080494239262666,PDE8B,Gene,Expression
ENSG00000034971,6.4842417382763e-09,2.40813329268348e-09,2.69264237074296,0.003544413125246,0.0466447669357129,0.0173230457347526,2.69264237074296,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0886980191723086,MYOC,Gene,Expression
ENSG00000254275,6.49009927806877e-09,2.41525047481357e-09,2.68713300990852,0.0036034124119456,0.0466869034860551,0.0173742435949029,2.68713300990852,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0942073800067558,LINC00824,Gene,Expression
ENSG00000169006,6.49039858424213e-09,2.40219162346188e-09,2.70186546354224,0.0034475828151173,0.0466890565622763,0.0172803039945095,2.70186546354224,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0794749263730274,NTSR2,Gene,Expression
ENSG00000106034,6.49184746487934e-09,2.38440036750323e-09,2.72263314221727,0.0032381965519601,0.0466994791687071,0.0171523215686252,2.72263314221727,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0587072476979977,CPED1,Gene,Expression
ENSG00000169016,6.51463112801784e-09,2.40204288867815e-09,2.71212106941307,0.0033427084957983,0.0468633747635866,0.0172792340622641,2.71212106941307,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.069219320502198,E2F6,Gene,Expression
ENSG00000227914,6.51622904988723e-09,2.36841851254754e-09,2.75129966066605,0.0029679657878718,0.0468748695067174,0.0170373551732164,2.75129966066605,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0300407292492202,AL136979.1,Gene,Expression
ENSG00000142798,6.52058273853207e-09,2.43052152246612e-09,2.68279160594142,0.003650523487111,0.0469061880170916,0.0174840967569792,2.68279160594142,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0985487839738464,HSPG2,Gene,Expression
ENSG00000231652,6.52696466421334e-09,2.40787352719693e-09,2.71067586835075,0.0033573114656914,0.0469520967675699,0.0173211770967426,2.71067586835075,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0706645215645172,AL590428.1,Gene,Expression
ENSG00000146374,6.53131748818463e-09,2.41001854252134e-09,2.71006939280709,0.0033634566336156,0.0469834090578651,0.0173366073881967,2.71006939280709,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0712709971081846,RSPO3,Gene,Expression
ENSG00000129194,6.53539000388979e-09,2.38652751174572e-09,2.73845156685799,0.0030864626025227,0.0470127049344805,0.0171676233034208,2.73845156685799,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0428888230572775,SOX15,Gene,Expression
ENSG00000255248,6.53563463837285e-09,2.40676424612755e-09,2.71552755899902,0.0033085134445538,0.0470144647267442,0.01731319741939,2.71552755899902,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.065812830916256,MIR100HG,Gene,Expression
ENSG00000251661,6.54101485925485e-09,2.41194949091282e-09,2.71192032996485,0.0033447334379424,0.0470531676559737,0.0173504977768221,2.71192032996485,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0694200599504189,AC136475.1,Gene,Expression
ENSG00000287444,6.54161627068447e-09,2.38718100349246e-09,2.74031012357842,0.003069061836943,0.0470574939437803,0.0171723242339923,2.74031012357842,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0410302663368514,AC007610.5,Gene,Expression
ENSG00000075239,6.54378042180116e-09,2.40287072741567e-09,2.72331771623816,0.003231493514503,0.0470730618896599,0.0172851891679697,2.72331771623816,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0580226736771094,ACAT1,Gene,Expression
ENSG00000107957,6.54621738742442e-09,2.42060604260005e-09,2.70437124927314,0.0034216892024843,0.0470905923424276,0.0174127691806679,2.70437124927314,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.07696914064213,SH3PXD2A,Gene,Expression
ENSG00000163110,6.54701427269156e-09,2.41048530820782e-09,2.71605649302182,0.0033032321984185,0.0470963247825587,0.017339965094084,2.71605649302182,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0652838968934502,PDLIM5,Gene,Expression
ENSG00000153233,6.55027019367321e-09,2.40786834333339e-09,2.7203606093368,0.0032605379309191,0.0471197464379318,0.0173211398063212,2.7203606093368,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0609797805784678,PTPRR,Gene,Expression
ENSG00000235885,6.55146199202463e-09,2.38119831768288e-09,2.75132984236264,0.0029676923194973,0.0471283197081121,0.017129287438558,2.75132984236264,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0300105475526355,LINC01828,Gene,Expression
ENSG00000231672,6.55844165254698e-09,2.40510349666817e-09,2.7268854174602,0.0031967618305664,0.0471785282986453,0.017301250722367,2.7268854174602,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.05445497245507,DIRC3,Gene,Expression
ENSG00000084710,6.56367431625524e-09,2.396377673553e-09,2.73899827589512,0.0030813348308842,0.0472161697668349,0.017238481010509,2.73899827589512,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0423421140201494,EFR3B,Gene,Expression
ENSG00000225064,6.56849252192248e-09,2.4111051581288e-09,2.72426629746009,0.0032222260699149,0.0472508298072017,0.0173444240202417,2.72426629746009,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0570740924551769,LINC01802,Gene,Expression
ENSG00000178202,6.56866274496355e-09,2.40265401574307e-09,2.73391953311765,0.0031292668527998,0.0472520543164655,0.0172836302400536,2.73391953311765,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0474208567976193,POGLUT3,Gene,Expression
ENSG00000157110,6.57120299471674e-09,2.40268953672312e-09,2.73493636788331,0.0031196167984433,0.0472703277495791,0.0172838857622723,2.73493636788331,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.046404022031965,RBPMS,Gene,Expression
ENSG00000119973,6.57425427512657e-09,2.39843867907454e-09,2.74105580954994,0.0030621052107257,0.0472922773111957,0.0172533069726007,2.74105580954994,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0402845803653284,PRLHR,Gene,Expression
ENSG00000100154,6.57663354536912e-09,2.41619743589147e-09,2.72189410007492,0.0032454469541855,0.0473093927289147,0.0173810556140346,2.72189410007492,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0594462898403556,TTC28,Gene,Expression
ENSG00000120688,6.5783540364407e-09,2.4283086514602e-09,2.70902713808024,0.0033740409942993,0.0473217691806708,0.0174681783417665,2.70902713808024,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0723132518350336,WBP4,Gene,Expression
ENSG00000156395,6.58048880850475e-09,2.41759111428658e-09,2.72191967021132,0.0032451958536687,0.0473371257866407,0.017391081119953,2.72191967021132,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0594207197039518,SORCS3,Gene,Expression
ENSG00000082175,6.58174670783157e-09,2.40328445234541e-09,2.7386465640421,0.0030846327761151,0.047346174558,0.0172881653221142,2.7386465640421,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0426938258731693,PGR,Gene,Expression
ENSG00000112186,6.58968483007783e-09,2.40125812064456e-09,2.74426342317126,0.003032342511765,0.0474032778982253,0.0172735887881515,2.74426342317126,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0370769667440136,CAP2,Gene,Expression
ENSG00000137809,6.59003218430661e-09,2.40281289500903e-09,2.74263226986796,0.0030474448825735,0.0474057766109044,0.0172847731472169,2.74263226986796,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0387081200473118,ITGA11,Gene,Expression
ENSG00000102547,6.59063167831912e-09,2.42544820048328e-09,2.71728403723729,0.0032910047403709,0.0474100891056604,0.0174476015226818,2.71728403723729,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0640563526779792,CAB39L,Gene,Expression
ENSG00000151090,6.59073138572178e-09,2.40306531084341e-09,2.74263514852562,0.003047418170357,0.0474108063566122,0.0172865889150802,2.74263514852562,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0387052413896525,THRB,Gene,Expression
ENSG00000064218,6.59240321401452e-09,2.38267246312795e-09,2.76681051048036,0.0028303823830237,0.047422832749862,0.0171398917888413,2.76681051048036,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0145298794349156,DMRT3,Gene,Expression
ENSG00000025423,6.59472056680357e-09,2.40261124110204e-09,2.74481383171198,0.0030272616737361,0.0474395027608079,0.0172833225382062,2.74481383171198,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0365265582032879,HSD17B6,Gene,Expression
ENSG00000237372,6.59703691805737e-09,2.4002256504534e-09,2.74850696508939,0.0029933681470059,0.0474561655671523,0.0172661616542816,2.74850696508939,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0328334248258839,AL606807.1,Gene,Expression
ENSG00000150907,6.60396360198695e-09,2.42248266682179e-09,2.72611387170465,0.0032042442593856,0.0475059930675099,0.0174262687852449,2.72611387170465,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0552265182106249,FOXO1,Gene,Expression
ENSG00000095637,6.60623604014629e-09,2.40971334864062e-09,2.74150286127312,0.0030579414044611,0.0475223399824765,0.0173344119584131,2.74150286127312,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0398375286421482,SORBS1,Gene,Expression
ENSG00000136267,6.60809804770313e-09,2.42487495112235e-09,2.72512941116596,0.0032138144093438,0.0475357344412315,0.0174434778203407,2.72512941116596,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0562109787493101,DGKB,Gene,Expression
ENSG00000115934,6.60973902268448e-09,2.408542547882e-09,2.7442899144534,0.003032097794082,0.0475475388894063,0.0173259897356277,2.7442899144534,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0370504754618679,AC087235.1,Gene,Expression
ENSG00000151892,6.60976164993722e-09,2.40002057945135e-09,2.75404373884504,0.0029431950441937,0.047547701659854,0.0172646864642005,2.75404373884504,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0272966510702348,GFRA1,Gene,Expression
ENSG00000286631,6.61401935587219e-09,2.40187869298057e-09,2.75368584400266,0.0029464151527241,0.0475783297130688,0.0172780529110433,2.75368584400266,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0276545459126143,AL133405.1,Gene,Expression
ENSG00000128285,6.61574381023897e-09,2.4043087539664e-09,2.75161989878585,0.0029650653524284,0.0475907346750175,0.0172955336949034,2.75161989878585,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0297204911294195,MCHR1,Gene,Expression
ENSG00000183230,6.61605424631659e-09,2.41619454214972e-09,2.73821256148944,0.0030887067287782,0.0475929678148469,0.0173810347977364,2.73821256148944,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.043127828425829,CTNNA3,Gene,Expression
ENSG00000132464,6.61680951257509e-09,2.41106755291496e-09,2.74434845451569,0.0030315570834829,0.0475984008662389,0.017344153504967,2.74434845451569,Mesen_SMCs,postnatal_uterus,uterine-fibroids_Kim2025_GCST90461958,0.0377,1169391,0.231913127791991,0.0369919353995849,ENAM,Gene,Expression
