pathway,pval,padj,log2err,ES,NES,size,leadingEdge,qvalue
GOBP_WNT_SIGNALING_PATHWAY,0.0349804249316177,0.5623169060436,0.321775918075361,0.668334291827052,1.46312249609584,114,KANK1|MYOC|RSPO3|FOXO1|EDNRA|PTPRO|APCDD1L|SFRP4|MITF|TERT|GLI3|VGLL4|RSPO1,0.538433628988615
GOBP_BEHAVIOR,0.035880565642224,0.563781799535818,0.321775918075361,0.61977822673431,1.39893097758073,151,PDE8B|SORCS3|EFR3B|PRLHR|THRB|MCHR1|FOXP2|EIF4E|ADCY5|DMRT3|AHI1|SLC2A4|INSR|TACR3|TACR2|GLI3|HRH1|KLHL1|LMX1A|GABRG2,0.539836304082712
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.0361263360787685,0.563781799535818,0.321775918075361,0.600473525833311,1.36646849472995,169,ESR1|NTSR2|SORCS3|DGKB|PRLHR|OR11G2|MCHR1|EDNRA|S1PR3|ITPR1|ADCY5|INSR|TACR3|ATRNL1|TACR2|HRH1|GPR156|NPFFR2,0.539836304082712
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.0366488322445083,0.564162321180747,0.321775918075361,0.823326545577087,1.53095817352714,32,ESR1|NTSR2|DGKB|EDNRA|ITPR1|TACR3|TACR2|HRH1,0.540200663837835
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.0368892639504586,0.564162321180747,0.321775918075361,0.873321349947356,1.48594123914337,17,KANK1|SORBS1|MSTN|RBX1,0.540200663837835
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,0.0369423409566439,0.564162321180747,0.321775918075361,0.810980493239677,1.4908312253598,28,KANK1|RSPO3|SFRP4|RSPO1,0.540200663837835
GOCC_GOLGI_APPARATUS,0.0379340426151516,0.570951901251654,0.321775918075361,0.584208058978729,1.3784134600171,266,ESR1|SYNE1|HSPG2|MYOC|GFRA1|NCAM1|GALNTL6|CUX1|RAB31|SLC2A4|TBC1D1|ARFRP1|LAPTM4A|B3GAT2|FGF7,0.546701870181796
GOBP_CARBOHYDRATE_TRANSPORT,0.0379544598869629,0.570951901251654,0.321775918075361,0.823557454901159,1.49121214098872,25,SORBS1|EDNRA|SLC45A1|SLC2A4|INSR|TERT|SESN2,0.546701870181796
GOBP_REGULATION_OF_MOLECULAR_FUNCTION,0.0388339628936625,0.572190393116983,0.321775918075361,0.625153138739456,1.42075736248272,167,ESR1|CAP2|CACNA1C|EDNRA|PIM1|EEF1A2|ARID5B|PSMD7|PRLR|CDKN1A|SESN2|MAP3K13,0.547887759601722
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.0390738060781476,0.572190393116983,0.276500599254472,0.588351464793075,1.34086143606972,181,ESR1|SOX15|PIM1|PTPRO|ATOH7|ANO6|SMOC2|CD109,0.547887759601722
GOBP_POSITIVE_REGULATION_OF_SIGNALING,0.0395129359094751,0.574684741322842,0.321775918075361,0.554219321502786,1.33882163351655,374,KANK1|MYOC|PDE8B|CD44|RSPO3|SORCS3|SORBS1|THRB|ADAMTS3|PIM1|MAP3K20|LIMS2|TGFBR3|GUCY1A2|MYOM1|SMOC2|SFRP4|SLC2A4|INSR|PCP4|TACR3|TERT|TACR2|FGF7|AVPI1|MPP2|ASCL1|PPP1CB|JCAD|KLF14|FN1|TRIM32|RSPO1|ITM2C|VSNL1|PRLR|ROCK2|SESN2|GADD45G|CSPG4,0.550276165395691
GOCC_CELL_PROJECTION_MEMBRANE,0.0404683767241091,0.584437814389714,0.321775918075361,0.704495664911539,1.49133647128839,78,KANK1|CD44|MCHR1|PSD|INSR|TACR3|SLC38A4|ATP2B2|MPP2|GABRG2|JCAD|PDPN|CSPG4|SLC7A8,0.55961499634448
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.0409588965330247,0.584437814389714,0.321775918075361,0.705906223132368,1.49402528647035,82,KANK1|RSPO3|FOXO1|PTPRO|APCDD1L|SFRP4|TERT|GLI3|VGLL4|RSPO1,0.55961499634448
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.0417867435158501,0.591656010840315,0.266350657088526,0.590780900537083,1.34538135988402,170,ESR1|SOX15|FOXP2|PIM1|S1PR3|TGFBR3|GATA2|TBX3|INSR|TERT|ID4|FGF7|GLI3|ASCL1|JCAD|FN1|PRLR|CDKN1A,0.566526614451421
