gene,Mesen_EndoStromalFib_MenstrualEutopic,Mesen_EndoStromalFib_Prolif,Mesen_EndoStromalFib_eSec,Mesen_EndoStromalFib_lSec,Mesen_EndoStromalFib_mSec,Mesen_MyoFib
ENSG00000243797,0.6698995782155355,0.0,0.0,0.1643767060964513,0.0716437897556076,0.1491868781408002
ENSG00000244701,0.4610492702470546,0.1555801390724671,0.0,0.0,0.0,0.0
ENSG00000270157,0.2294848950722513,0.2806993148559448,0.0,0.0,0.0,0.0
ENSG00000287519,0.6350815647359481,0.0303718177116257,0.0,0.0,0.0,0.0
ENSG00000255306,0.1062575017699952,0.2231885205939463,0.0,0.0,0.103021978021978,0.0
ENSG00000287409,0.0,0.5611043670383035,0.0,0.0,0.0,0.0
ENSG00000287574,0.0,0.0826820297684041,0.2914154953811214,0.0,0.0,0.0
ENSG00000259768,0.0,0.2635351235074251,0.0,0.0,0.0,0.0
ENSG00000233417,0.306530506644168,0.0,0.0,0.2535856432112909,0.0,0.0
ENSG00000233969,0.0443905605620895,0.0,0.0980852813344297,0.537836078371688,0.2690442805656979,0.0
ENSG00000283117,0.1866847765819097,0.2001950047667156,0.0,0.0,0.0,0.0
ENSG00000228434,0.6025545140234676,0.0775242802137808,0.0,0.0,0.0,0.0
ENSG00000285612,0.0,0.2777285913652438,0.634650421885033,0.0,0.0,0.0
ENSG00000272732,0.0,0.3139365954606371,0.0,0.0,0.0,0.0037523452157598
ENSG00000272894,0.0235604093477928,0.1845583587150163,0.4590944543361757,0.0,0.0,0.0
ENSG00000203446,0.5133637704971015,0.0,0.0,0.0,0.0,0.0
ENSG00000232756,0.0,0.2573681135929312,0.5716966298485004,0.0,0.0,0.0
ENSG00000273387,0.0,0.0,0.5298262347948459,0.3304763087377181,0.0,0.0
ENSG00000278920,0.0,0.0,0.0,0.393361250928456,0.2922466169673365,0.0
ENSG00000223831,0.4351713651644042,0.2522472048528907,0.0,0.0,0.0,0.0
ENSG00000233073,0.4551352959148542,0.1058272513073961,0.0,0.0,0.0,0.0
ENSG00000272361,0.3844948813047941,0.0386184702028619,0.0292493832961353,0.0,0.0,0.0
ENSG00000287799,0.3746425701026315,0.0384748002988334,0.0,0.0,0.0,0.0
ENSG00000273138,0.0,0.0,0.7070785989919166,0.0,0.0,0.0
ENSG00000270996,0.0,0.2580297507896557,0.0176282051282051,0.0,0.0793088490456911,0.0
ENSG00000286045,0.0,0.1690369504472281,0.19819379867179,0.0,0.0,0.0
ENSG00000183308,0.5415045847497266,0.1509252341819435,0.0,0.0,0.0,0.0
ENSG00000286218,0.6962451123535041,0.4182054309359663,0.0,0.0,0.0,0.0
ENSG00000286623,0.1591094245009745,0.1687977702430894,0.0,0.0,0.0,0.0
ENSG00000286883,0.4236638305484465,0.0963450376415148,0.0,0.0,0.0,0.0
ENSG00000228586,0.0,0.085865448640507,0.5808720646849648,0.0,0.035135916714864,0.0
ENSG00000273055,0.0,0.0,0.0,0.0,0.162816706402508,0.0
ENSG00000267052,0.4237163438102768,0.0,0.0,0.0,0.0,0.4637536606892213
ENSG00000286076,0.1107665553574326,0.0,0.0,0.1987061841039811,0.3781664831389075,0.0
ENSG00000243004,0.0,0.0,0.3390099803934859,0.6839147480611165,0.6709769384941474,0.0
ENSG00000272918,0.0897884175711842,0.0,0.0,0.0,0.0,0.0
ENSG00000287631,0.0,0.0,0.3249969833090869,0.0,0.6879625806688838,0.0
ENSG00000272219,0.2970896759350225,0.0,0.0,0.1370659106276765,0.0594274146905725,0.0
ENSG00000224046,0.0,0.0,0.1674982862277753,0.1076191032715312,0.0,0.0
ENSG00000287815,0.3531845112556371,0.0734584219297741,0.0,0.0430391264786169,0.0,0.5855416913161036
ENSG00000226816,0.0,0.3666250330409212,0.0792267628205128,0.0,0.0,0.0
