gene,beta,beta_se,beta_z,pvalue,tau_star,tau_star_se,tau_star_z,celltype,run_prefix,gwas,h2_obs,n_snps,annot_sd,deltaZ,gene_symbol,type,modality
ENSG00000106034,3.88845951210339e-09,1.23635420986089e-09,3.14510152599466,0.0008301460060849,0.0443282603841319,0.014094381379346,3.14510152599466,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0578440127498201,CPED1,Gene,Expression
ENSG00000183873,3.89183822111007e-09,1.2349591833512e-09,3.15139016218263,0.0008124763343711,0.0443667775120958,0.0140784781410143,3.15139016218263,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0515553765618519,SCN5A,Gene,Expression
ENSG00000163565,3.89276426637309e-09,1.23731772551356e-09,3.14613149565716,0.0008272280165308,0.0443773343856902,0.0141053654136668,3.14613149565716,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0568140430873187,IFI16,Gene,Expression
ENSG00000188674,3.89644017200516e-09,1.23544406354084e-09,3.15387825883251,0.0008055814079527,0.0444192395415749,0.0140840057529734,3.15387825883251,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0490672799119758,C2orf80,Gene,Expression
ENSG00000237527,3.89927310077221e-09,1.23442979875454e-09,3.1587645605334,0.0007921971537017,0.0444515347997985,0.0140724431808531,3.1587645605334,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0441809782110827,AF241725.1,Gene,Expression
ENSG00000138764,3.89986396681404e-09,1.23222905511337e-09,3.16488557921178,0.0007757197422759,0.0444582706456195,0.0140473548041165,3.16488557921178,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0380599595327058,CCNG2,Gene,Expression
ENSG00000287914,3.90046456929181e-09,1.21799380693693e-09,3.20236814594392,0.0006815134128094,0.0444651174863642,0.0138850736267419,3.20236814594392,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.000577392800564791,AL078582.2,Gene,Expression
ENSG00000018236,3.90127941890614e-09,1.23990785820352e-09,3.14642688413849,0.0008263928995736,0.0444744067346553,0.0141348928077293,3.14642688413849,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.056518654605993,CNTN1,Gene,Expression
ENSG00000198963,3.90134125160344e-09,1.23078426808199e-09,3.16980103888,0.0007627167527731,0.0444751116245733,0.014030884298116,3.16980103888,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0331444998644863,RORB,Gene,Expression
ENSG00000182255,3.90287252521571e-09,1.23574420134087e-09,3.15831749077263,0.0007934131764404,0.0444925680736357,0.0140874273101503,3.15831749077263,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0446280479718513,KCNA4,Gene,Expression
ENSG00000233608,3.90290334629831e-09,1.23441272594989e-09,3.16174911701028,0.000784123068381,0.0444929194325659,0.0140722485516618,3.16174911701028,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0411964217341998,TWIST2,Gene,Expression
ENSG00000255248,3.90369278498262e-09,1.22709652132052e-09,3.18124346142039,0.0007332216794111,0.0445019189974184,0.0139888441538985,3.18124346142039,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0217020773240901,MIR100HG,Gene,Expression
ENSG00000181617,3.90451326749005e-09,1.23436144196012e-09,3.16318473241503,0.0007802663656465,0.044511272460433,0.0140716639165268,3.16318473241503,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0397608063294541,FDCSP,Gene,Expression
ENSG00000276772,3.90668562527789e-09,1.24259140782903e-09,3.14398248745609,0.0008333270673187,0.0445360372397413,0.0141654851505795,3.14398248745609,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0589630512883916,AC025271.4,Gene,Expression
ENSG00000258583,3.90916213490005e-09,1.23404268507414e-09,3.16776897767129,0.0007680676793543,0.0445642693360338,0.0140680301026226,3.16776897767129,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0351765610731962,LINC01500,Gene,Expression
ENSG00000154654,3.91034550616714e-09,1.2368802382901e-09,3.16145847036325,0.0007849060081434,0.0445777597142916,0.014100378079352,3.16145847036325,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0414870683812341,NCAM2,Gene,Expression
ENSG00000038427,3.9120598091711e-09,1.23595953328393e-09,3.16520056184753,0.0007748804277848,0.0445973026900383,0.0140898820844411,3.16520056184753,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.03774497689695,VCAN,Gene,Expression
ENSG00000135333,3.91419900507755e-09,1.23686029123231e-09,3.16462500479965,0.0007764147112574,0.0446216894254174,0.0141001506838066,3.16462500479965,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0383205339448316,EPHA7,Gene,Expression
ENSG00000257958,3.91429851459039e-09,1.23660643678665e-09,3.16535511877311,0.0007744688955588,0.0446228238293071,0.0140972567547501,3.16535511877311,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0375904199713744,AC008125.1,Gene,Expression
ENSG00000271824,3.91435594099736e-09,1.23695451989718e-09,3.16451080297013,0.0007767194756696,0.0446234784877171,0.0141012248862714,3.16451080297013,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0384347357743566,SMIM32,Gene,Expression
ENSG00000155090,3.91486076560102e-09,1.23398510359446e-09,3.17253486626173,0.0007555720652773,0.0446292334650826,0.0140673736763909,3.17253486626173,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0304106724827542,KLF10,Gene,Expression
ENSG00000146674,3.91559572374863e-09,1.23956250592119e-09,3.15885298647263,0.0007919568398771,0.0446376119543115,0.0141309558075245,3.15885298647263,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0440925522718532,IGFBP3,Gene,Expression
ENSG00000196628,3.91619417152624e-09,1.23755533743371e-09,3.1644598452035,0.0007768554995209,0.044644434231573,0.0141080741786762,3.1644598452035,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0384856935409852,TCF4,Gene,Expression
ENSG00000143869,3.91715062624284e-09,1.23743725387132e-09,3.16553474852,0.0007739908558917,0.044655337771546,0.0141067280314721,3.16553474852,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0374107902244818,GDF7,Gene,Expression
