pathway,pval,padj,log2err,ES,NES,size,leadingEdge,qvalue
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID,0.000800925732919772,0.199940211030564,0.477270815362862,0.720615592187858,1.62908180729971,302,EXO1|DNA2|PIWIL1|EXD1|PRIM1|STK31|CHD7|DSCC1|REXO2|RBBP8|RAD54B|LIG1|MCM6|NSUN4|MGMT|FEN1|MRPL44|MSH6|MCM3|MCM4|RPP40,0.199940211030564
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,0.000819707048980788,0.199940211030564,0.477270815362862,0.928925934476205,1.67731044739807,30,EXO1|HMGB1|LIG1|MSH6,0.199940211030564
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY,0.000893499533934369,0.201174856601992,0.477270815362862,0.912024327263967,1.71818982179708,46,EXO1|DNA2|BRCA1|RBBP8,0.201174856601992
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS,0.00106787151429666,0.217889331124841,0.45505986738723,0.959720785843965,1.68958168484273,25,EXO1|MSH6,0.217889331124841
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA,0.00111661768598313,0.217889331124841,0.45505986738723,0.809001161007037,1.69789879834531,123,EXO1|DNA2|CHD7|DSCC1|REXO2|RBBP8|RAD54B|LIG1|MCM6|MGMT|FEN1|MSH6|MCM3|MCM4|SMARCA2,0.217889331124841
GOBP_DNA_TEMPLATED_DNA_REPLICATION,0.00155516083219749,0.270069056725899,0.45505986738723,0.80864237782185,1.69859487647442,124,EXO1|DNA2|BRCA1|PRIM1|RBBP8|LIG1|MCM6|CDC45|FEN1|PARP1|TICRR|MCM3|RPA1|MCM4,0.270069056725899
GOBP_HUMORAL_IMMUNE_RESPONSE,0.00156855960517263,0.270069056725899,0.45505986738723,0.87639410343204,1.67213360568734,52,EXO1|MBL2,0.270069056725899
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.00182731397783204,0.277029809402991,0.45505986738723,0.877974946622948,1.67352808372432,53,EXO1|OPA1|HMGB1|NKX2-3|MSH6|ZFPM1,0.277029809402991
GOCC_NUCLEAR_DNA_DIRECTED_RNA_POLYMERASE_COMPLEX,0.00182731397783204,0.277029809402991,0.45505986738723,0.878432468827407,1.67440017724024,53,GTF2A1L|PRIM1|MCM3|GTF2H5,0.277029809402991
GOMF_EXONUCLEASE_ACTIVITY,0.00189292661020151,0.277029809402991,0.45505986738723,0.893829024316755,1.64585083267653,39,EXO1|EXD1|REXO2|FEN1,0.277029809402991
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,0.00209319049879971,0.286948467230309,0.431707695803346,0.906308080680365,1.6877355433687,41,FANCI|SPSB4|SKP2|NDFIP2,0.286948467230309
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,0.00215677016708807,0.286948467230309,0.431707695803346,0.690099214581897,1.57252029378864,335,FANCI|RAD18|BRCA1|DNAJA1|RNF114|PABPN1L|TRIML2|SPSB4|RNF182|SKP2|MKRN2|EIPR1|ASB8|TRIP12|DCAF17|SMURF2|EYA1|DCAF4|CAND2|SIAH1|LMO7|NDFIP2|RNF212|PIAS2|FANCL,0.286948467230309
GOMF_TRANSCRIPTION_COACTIVATOR_ACTIVITY,0.00285093276000216,0.360491651564218,0.431707695803346,0.814451051192327,1.68339348696489,106,GTF2A1L|MYCBP|BRCA1|MYT1L|MED12L|HMGB1|AATF|MED16|PRDM16|ZFPM2|PPARGC1A|TADA2A|SMARCA2,0.360491651564218
GOMF_DNA_ENDONUCLEASE_ACTIVITY,0.00295585911771139,0.360491651564218,0.431707695803346,0.927371446169832,1.65562558195326,28,EXO1|DNA2|RBBP8|FEN1,0.360491651564218
GOMF_DNA_NUCLEASE_ACTIVITY,0.00333960354888883,0.368868300828933,0.431707695803346,0.915917321114977,1.69115878429732,37,EXO1|DNA2|REXO2|RBBP8|FEN1,0.368868300828933
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.00352066302334595,0.368868300828933,0.431707695803346,0.928883991120209,1.62619185724568,23,EXO1|NKX2-3|MSH6,0.368868300828933
GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING,0.00362610171682341,0.368868300828933,0.431707695803346,0.928616293115469,1.62572319988947,23,RAD18|ABRAXAS2|UIMC1,0.368868300828933
GOMF_RNA_ENDONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS_HYDROLYTIC_MECHANISM,0.00396808954073665,0.368868300828933,0.407017918923954,0.93463536001727,1.58642468523382,17,EXO1|FEN1|MRPL44|RPP40,0.368868300828933
